,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
1254,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311490,Others,plugin_B,Event
1255,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671311454,Others,plugin_B,Event
1256,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671299496,Others,plugin_B,Noise
1257,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671297071,Others,plugin_B,Noise
1258,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671296766,Others,plugin_B,Noise
1259,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671296748,Others,plugin_B,Noise
1260,,DATE TIME data server ip list is empty,,1671292805,Others,plugin_B,Noise
1261,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671376283,Others,plugin_B,Noise
1262,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671370272,Others,plugin_B,Noise
1263,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671325207,Others,plugin_B,Noise
1264,,"report post fail, err:  Post ""http:/PATH:xxPATH"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)",,1671464408,Others,plugin_B,Noise
1265,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671462069,Others,plugin_B,Noise
1266,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671461145,Others,plugin_B,Noise
1267,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671456679,Others,plugin_B,Noise
1268,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671449164,Others,plugin_B,Noise
1269,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671444062,Others,plugin_B,Noise
1270,,Agent has not reported data for xx minutes,,1671440924,Others,plugin_B,Noise
1271,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671440779,Others,plugin_B,Noise
1272,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671435279,Others,plugin_B,Noise
1273,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671431159,Others,plugin_B,Noise
1274,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671429374,Others,plugin_B,Noise
1275,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671422831,Others,plugin_B,Noise
1276,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671422591,Others,plugin_B,Noise
1277,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671417665,Others,plugin_B,Noise
1278,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671414059,Others,plugin_B,Noise
1279,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671411609,Others,plugin_B,Noise
1280,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671408106,Others,plugin_B,Noise
1281,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671404147,Others,plugin_B,Noise
1282,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671402340,Others,plugin_B,Noise
1283,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671402279,Others,plugin_B,Noise
1284,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671399367,Others,plugin_B,Noise
1285,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398161,Others,plugin_B,Event
1286,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398164,Others,plugin_B,Event
1287,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398164,Others,plugin_B,Event
1288,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398164,Others,plugin_B,Event
1289,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398150,Others,plugin_B,Event
1290,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398157,Others,plugin_B,Event
1291,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398157,Others,plugin_B,Noise
1292,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671398157,Others,plugin_B,Event
1293,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397869,Others,plugin_B,Event
1294,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397876,Others,plugin_B,Event
1295,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397876,Others,plugin_B,Event
1296,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397876,Others,plugin_B,Event
1297,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397888,Others,plugin_B,Event
1298,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397888,Others,plugin_B,Event
1299,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397847,Others,plugin_B,Event
1300,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671397858,Others,plugin_B,Event
1301,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671390374,Others,plugin_B,Noise
1302,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671389475,Others,plugin_B,Noise
1303,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671388266,Others,plugin_B,Noise
1304,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671387363,Others,plugin_B,Noise
1305,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671384367,Others,plugin_B,Noise
1306,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671383458,Others,plugin_B,Noise
1307,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671379349,Others,plugin_B,Noise
1308,,"report post fail, err:  Post ""http:/PATH:xxPATH"": context deadline exceeded (Client.Timeout exceeded while awaiting headers)",,1671464408,Others,plugin_B,Noise
1309,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671462069,Others,plugin_B,Noise
1310,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671411609,Others,plugin_B,Noise
1311,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671551808,Others,plugin_B,Noise
1312,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671546421,Others,plugin_B,Noise
1313,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671539517,Others,plugin_B,Noise
1314,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671531409,Others,plugin_B,Noise
1315,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671529631,Others,plugin_B,Noise
1316,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520614,Others,plugin_B,Event
1317,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520525,Others,plugin_B,Event
1318,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520525,Others,plugin_B,Event
1319,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520525,Others,plugin_B,Event
1320,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520527,Others,plugin_B,Event
1321,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520527,Others,plugin_B,Event
1322,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1671520534,Others,plugin_B,Event
1323,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671519113,Others,plugin_B,Noise
1324,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671519114,Others,plugin_B,Noise
1325,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671516663,Others,plugin_B,Noise
1326,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671516663,Others,plugin_B,Noise
1327,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671510955,Others,plugin_B,Noise
1328,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671507063,Others,plugin_B,Noise
1329,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671507040,Others,plugin_B,Noise
1330,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671504681,Others,plugin_B,Noise
1331,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671504681,Others,plugin_B,Noise
1332,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671504360,Others,plugin_B,Noise
1333,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671502266,Others,plugin_B,Noise
1334,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671501693,Others,plugin_B,Noise
1335,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671500170,Others,plugin_B,Noise
1336,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671498008,Others,plugin_B,Noise
1337,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671496385,Others,plugin_B,Noise
1338,,Agent has not reported data for xx minutes,,1671495724,Others,plugin_B,Noise
